TokenID,Species,Equipment,Realm,Curse,Name,Story,Rarity,Synergy,SpeciesID,ItemID,BackgroundID,EffectID,OriginalEffectID
2483,Zombie,Amulet,Decay,Poisoning,"Cursed Corpse #2483","In rotting wastelands, the cursed corpse shambles onward leaving toxic death behind.",Rare,"",5,9,2,5,5
2484,Skeleton,Scythe,Ragnarok,Confusion,"Death's Herald","The original harbinger of doom. This skeletal reaper has collected souls since the dawn of mortality itself.",Legendary,"Death's Herald",9,6,8,2,2
2485,Dragon,Shield,Venom,Brain Wash,"Scale Guardian #2485","In toxic mists, this terror hoards cursed treasures enslaving minds with madness.",Common,"",4,2,4,9,9
2486,Succubus,Amulet,Shadow,Lightning,"Soul Temptress #2486","In shadow's reach, the temptress ensnares souls beneath electric fury.",Common,"",8,9,9,6,6
2487,Demon,Scythe,Void,Meteor,"Void Fiend Lord #2487","At existence's edge, the infernal lord reigns while heavens rain destruction.",Common,"",3,6,5,3,3
2488,Succubus,Poison,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Rare,"Deep Tremor",8,3,1,0,0
2489,Frankenstein,Amulet,Inferno,Blizzard,"Infernal Stitched Horror #2489","Within eternal flames, this creation defies nature as frozen winds tear reality.",Uncommon,"",2,9,6,7,7
2490,Mummy,Scythe,Decay,Bats,"Ancient Guard #2490","In rotting wastelands, this guardian endures eternally commanding nightborn servants.",Rare,"",7,6,2,4,4
2491,Goblin,Poison,Ragnarok,Mind Blast,"Last Shadow Gremlin #2491","As the world ends, the goblin plots mischief its screams shatter sanity.",Rare,"",1,3,8,1,1
2492,Vampire,Amulet,Corruption,Burning,"Corrupted Eternal Hunter #2492","Where reality breaks, this nightwalker hunts eternally while flames consume endlessly.",Legendary,"",6,9,3,8,8
2493,Werewolf,Scythe,Shadow,Poisoning,"Moon Stalker #2493","In shadow's reach, the beast stalks with primal fury leaving toxic death behind.",Common,"",0,6,9,5,5
2494,Zombie,Poison,Void,Confusion,"Void Plague Walker #2494","At existence's edge, the plague walker spreads infection spreading fractured chaos.",Common,"",5,3,5,2,2
2495,Werewolf,Head,Bloodmoon,Brain Wash,"The Alpha's Trophy","What appears to be a simple crown is revealed as the severed head of the previous pack leader.",Uncommon,"The Alpha's Trophy",0,9,0,9,9
2496,Dragon,Scythe,Inferno,Lightning,"Infernal Ancient Wyrm #2496","Within eternal flames, this terror hoards cursed treasures beneath electric fury.",Uncommon,"",4,6,6,6,6
2497,Skeleton,Poison,Decay,Meteor,"Hollow One #2497","In rotting wastelands, ancient bones clutch their relics while heavens rain destruction.",Uncommon,"",9,3,2,3,3
2498,Demon,Crown,Ragnarok,Seizure,"Last Fiend Lord #2498","As the world ends, the infernal lord reigns causing reality to convulse.",Rare,"",3,0,8,0,0
2499,Succubus,Scythe,Corruption,Blizzard,"Corrupted Soul Temptress #2499","Where reality breaks, the temptress ensnares souls as frozen winds tear reality.",Epic,"",8,6,3,7,7
2500,Frankenstein,Poison,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Uncommon,"Night Terror",2,3,9,4,4
2501,Mummy,Crown,Void,Mind Blast,"Void Ancient Guard #2501","At existence's edge, this guardian endures eternally its screams shatter sanity.",Common,"",7,0,5,1,1
2502,Frankenstein,Scythe,Bloodmoon,Burning,"Crimson Stitched Horror #2502","Under the crimson gaze, this creation defies nature while flames consume endlessly.",Common,"",2,6,0,8,8
2503,Vampire,Poison,Inferno,Poisoning,"Infernal Eternal Hunter #2503","Within eternal flames, this nightwalker hunts eternally leaving toxic death behind.",Common,"",6,3,6,5,5
2504,Goblin,Crown,Decay,Confusion,"Madness Plague","A disease that rots both mind and body.",Rare,"Madness Plague",1,0,2,2,2
2505,Zombie,Scythe,Frost,Brain Wash,"Frozen Shambling Dead #2505","In frozen wastes, this corpse shambles onward enslaving minds with madness.",Uncommon,"",5,6,7,9,9
2506,Werewolf,Poison,Corruption,Lightning,"Corrupted Moon Stalker #2506","Where reality breaks, the beast stalks with primal fury beneath electric fury.",Rare,"",0,3,3,6,6
2507,Dragon,Crown,Shadow,Meteor,"Drake Lord #2507","In shadow's reach, the wyrm reclaims dominion while heavens rain destruction.",Epic,"",4,0,9,3,3
2508,Skeleton,Staff,Venom,Seizure,"Hollow One #2508","In toxic mists, ancient bones clutch their relics causing reality to convulse.",Common,"",9,7,4,0,0
2509,Dragon,Poison,Bloodmoon,Blizzard,"Crimson Ancient Wyrm #2509","Under the crimson gaze, this terror hoards cursed treasures as frozen winds tear reality.",Common,"",4,3,0,7,7
2510,Succubus,Crown,Inferno,Bats,"Infernal Soul Temptress #2510","Within eternal flames, the temptress ensnares souls commanding nightborn servants.",Common,"",8,0,6,4,4
2511,Demon,Staff,Abyss,Mind Blast,"Fiend Lord #2511","From the endless void, the infernal lord reigns its screams shatter sanity.",Uncommon,"",3,7,1,1,1
2512,Mummy,Poison,Frost,Burning,"Frozen Ancient Guard #2512","In frozen wastes, this guardian endures eternally while flames consume endlessly.",Uncommon,"",7,3,7,8,8
2513,Frankenstein,Crown,Corruption,Poisoning,"Corrupted Stitched Horror #2513","Where reality breaks, this creation defies nature leaving toxic death behind.",Uncommon,"",2,0,3,5,5
2514,Vampire,Staff,Ragnarok,Confusion,"Last Eternal Hunter #2514","As the world ends, this nightwalker hunts eternally spreading fractured chaos.",Rare,"",6,7,8,2,2
2515,Goblin,Poison,Venom,Brain Wash,"Shadow Gremlin #2515","In toxic mists, the goblin plots mischief enslaving minds with madness.",Legendary,"",1,3,4,9,9
2516,Vampire,Crown,Bloodmoon,Lightning,"Crimson Thunder","Blood-red lightning that strikes with divine wrath.",Uncommon,"Crimson Thunder",6,0,0,6,6
2517,Werewolf,Staff,Void,Meteor,"Void Moon Stalker #2517","At existence's edge, the beast stalks with primal fury while heavens rain destruction.",Common,"",0,7,5,3,3
2518,Zombie,Torch,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Uncommon,"Deep Tremor",5,4,1,0,0
2519,Skeleton,Crown,Frost,Blizzard,"Absolute Zero","Where ice meets storm, nothing survives.",Rare,"Absolute Zero",9,0,7,7,7
2520,Dragon,Staff,Decay,Bats,"Ancient Wyrm #2520","In rotting wastelands, this terror hoards cursed treasures commanding nightborn servants.",Uncommon,"",4,7,2,4,4
2521,Succubus,Torch,Ragnarok,Mind Blast,"Last Soul Temptress #2521","As the world ends, the temptress ensnares souls its screams shatter sanity.",Rare,"",8,4,8,1,1
2522,Demon,Crown,Venom,Burning,"Fiend Lord #2522","In toxic mists, the infernal lord reigns while flames consume endlessly.",Epic,"",3,0,4,8,8
2523,Mummy,Staff,Shadow,Poisoning,"Tomb Priest #2523","In shadow's reach, the pharaoh commands divinely leaving toxic death behind.",Legendary,"",7,7,9,5,5
2524,Frankenstein,Torch,Void,Confusion,"Void Stitched Horror #2524","At existence's edge, this creation defies nature spreading fractured chaos.",Common,"",2,4,5,2,2
2525,Mummy,Crown,Abyss,Brain Wash,"Ancient Guard #2525","From the endless void, this guardian endures eternally enslaving minds with madness.",Common,"",7,0,1,9,9
2526,Goblin,Staff,Inferno,Lightning,"Infernal Shadow Gremlin #2526","Within eternal flames, the goblin plots mischief beneath electric fury.",Common,"",1,7,6,6,6
2527,Vampire,Torch,Decay,Meteor,"Eternal Hunter #2527","In rotting wastelands, this nightwalker hunts eternally while heavens rain destruction.",Uncommon,"",6,4,2,3,3
2528,Werewolf,Sword,Ragnarok,Seizure,"Last Moon Stalker #2528","As the world ends, the beast stalks with primal fury causing reality to convulse.",Uncommon,"",0,1,8,0,0
2529,Zombie,Staff,Corruption,Blizzard,"Corrupted Shambling Dead #2529","Where reality breaks, this corpse shambles onward as frozen winds tear reality.",Rare,"",5,7,3,7,7
2530,Skeleton,Torch,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Legendary,"Night Terror",9,4,9,4,4
2531,Dragon,Sword,Void,Mind Blast,"Void Wyrm Knight #2531","At existence's edge, the drake wields dragonfire steel its screams shatter sanity.",Common,"",4,1,5,1,1
2532,Skeleton,Staff,Bloodmoon,Burning,"Crimson Hollow One #2532","Under the crimson gaze, ancient bones clutch their relics while flames consume endlessly.",Common,"",9,7,0,8,8
2533,Demon,Torch,Inferno,Poisoning,"Infernal Flame Bearer #2533","Within eternal flames, the hellspawn lights perdition's path leaving toxic death behind.",Common,"",3,4,6,5,5
2534,Succubus,Sword,Decay,Confusion,"Madness Plague","A disease that rots both mind and body.",Rare,"Madness Plague",8,1,2,2,2
2535,Frankenstein,Staff,Frost,Brain Wash,"Frozen Stitched Horror #2535","In frozen wastes, this creation defies nature enslaving minds with madness.",Uncommon,"",2,7,7,9,9
2536,Mummy,Torch,Corruption,Lightning,"Corrupted Ancient Guard #2536","Where reality breaks, this guardian endures eternally beneath electric fury.",Uncommon,"",7,4,3,6,6
2537,Goblin,Sword,Shadow,Meteor,"Cave Raider #2537","In shadow's reach, the goblin plots mischief while heavens rain destruction.",Rare,"",1,1,9,3,3
2538,Vampire,Shoulder,Venom,Seizure,"Eternal Hunter #2538","In toxic mists, this nightwalker hunts eternally causing reality to convulse.",Epic,"",6,8,4,0,0
2539,Goblin,Torch,Bloodmoon,Blizzard,"Crimson Shadow Gremlin #2539","Under the crimson gaze, the goblin plots mischief as frozen winds tear reality.",Common,"",1,4,0,7,7
2540,Zombie,Sword,Inferno,Bats,"Infernal Shambling Dead #2540","Within eternal flames, this corpse shambles onward commanding nightborn servants.",Common,"",5,1,6,4,4
2541,Werewolf,Shoulder,Abyss,Mind Blast,"Beast Warrior #2541","From the endless void, the beast stalks with primal fury its screams shatter sanity.",Common,"",0,8,1,1,1
2542,Dragon,Torch,Frost,Burning,"Frozen Ancient Wyrm #2542","In frozen wastes, this terror hoards cursed treasures while flames consume endlessly.",Uncommon,"",4,4,7,8,8
2543,Skeleton,Sword,Corruption,Poisoning,"Corrupted Hollow One #2543","Where reality breaks, ancient bones clutch their relics leaving toxic death behind.",Uncommon,"",9,1,3,5,5
2544,Demon,Shoulder,Ragnarok,Confusion,"Last Fiend Lord #2544","As the world ends, the infernal lord reigns spreading fractured chaos.",Rare,"",3,8,8,2,2
2545,Succubus,Torch,Venom,Brain Wash,"Soul Temptress #2545","In toxic mists, the temptress ensnares souls enslaving minds with madness.",Epic,"",8,4,4,9,9
2546,Demon,Sword,Bloodmoon,Lightning,"Crimson Thunder","Blood-red lightning that strikes with divine wrath.",Legendary,"Crimson Thunder",3,1,0,6,6
2547,Mummy,Shoulder,Void,Meteor,"Void Ancient Guard #2547","At existence's edge, this guardian endures eternally while heavens rain destruction.",Common,"",7,8,5,3,3
2548,Frankenstein,Wine,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Uncommon,"Deep Tremor",2,5,1,0,0
2549,Vampire,Sword,Frost,Blizzard,"Absolute Zero","Where ice meets storm, nothing survives.",Uncommon,"Absolute Zero",6,1,7,7,7
2550,Goblin,Shoulder,Decay,Bats,"Shadow Gremlin #2550","In rotting wastelands, the goblin plots mischief commanding nightborn servants.",Uncommon,"",1,8,2,4,4
2551,Zombie,Wine,Ragnarok,Mind Blast,"Last Shambling Dead #2551","As the world ends, this corpse shambles onward its screams shatter sanity.",Uncommon,"",5,5,8,1,1
2552,Werewolf,Sword,Venom,Burning,"Moon Stalker #2552","In toxic mists, the beast stalks with primal fury while flames consume endlessly.",Rare,"",0,1,4,8,8
2553,Dragon,Shoulder,Shadow,Poisoning,"Ancient Wyrm #2553","In shadow's reach, this terror hoards cursed treasures leaving toxic death behind.",Epic,"",4,8,9,5,5
2554,Skeleton,Wine,Void,Confusion,"Void Hollow One #2554","At existence's edge, ancient bones clutch their relics spreading fractured chaos.",Common,"",9,5,5,2,2
2555,Dragon,Sword,Abyss,Brain Wash,"Wyrm Knight #2555","From the endless void, the drake wields dragonfire steel enslaving minds with madness.",Common,"",4,1,1,9,9
2556,Succubus,Shoulder,Inferno,Lightning,"Infernal Soul Temptress #2556","Within eternal flames, the temptress ensnares souls beneath electric fury.",Common,"",8,8,6,6,6
2557,Demon,Wine,Decay,Meteor,"Fiend Lord #2557","In rotting wastelands, the infernal lord reigns while heavens rain destruction.",Uncommon,"",3,5,2,3,3
2558,Mummy,Shield,Ragnarok,Seizure,"Last Ancient Guard #2558","As the world ends, this guardian endures eternally causing reality to convulse.",Uncommon,"",7,2,8,0,0
2559,Frankenstein,Arm,Corruption,Blizzard,"The Collector","The shoulder armor is actually a collection of harvested arms, still twitching with unnatural life.",Rare,"The Collector",2,8,3,7,7
2560,Vampire,Wine,Shadow,Bats,"Blood Sommelier","A refined predator who has transcended mere survival. This vampire has cultivated an exquisite palate for the finest vintages.",Epic,"Blood Sommelier",6,5,9,4,4
2561,Goblin,Shield,Void,Mind Blast,"Void Tribal Guard #2561","At existence's edge, the goblin plots mischief its screams shatter sanity.",Epic,"",1,2,5,1,1
2562,Vampire,Shoulder,Bloodmoon,Burning,"Crimson Eternal Hunter #2562","Under the crimson gaze, this nightwalker hunts eternally while flames consume endlessly.",Common,"",6,8,0,8,8
2563,Werewolf,Wine,Inferno,Poisoning,"Infernal Moon Stalker #2563","Within eternal flames, the beast stalks with primal fury leaving toxic death behind.",Common,"",0,5,6,5,5
2564,Zombie,Shield,Decay,Confusion,"Madness Plague","A disease that rots both mind and body.",Uncommon,"Madness Plague",5,2,2,2,2
2565,Skeleton,Shoulder,Frost,Brain Wash,"Frozen Hollow One #2565","In frozen wastes, ancient bones clutch their relics enslaving minds with madness.",Uncommon,"",9,8,7,9,9
2566,Dragon,Wine,Corruption,Lightning,"Corrupted Ancient Wyrm #2566","Where reality breaks, this terror hoards cursed treasures beneath electric fury.",Uncommon,"",4,5,3,6,6
2567,Succubus,Shield,Shadow,Meteor,"Soul Temptress #2567","In shadow's reach, the temptress ensnares souls while heavens rain destruction.",Rare,"",8,2,9,3,3
2568,Demon,Amulet,Venom,Seizure,"Fiend Lord #2568","In toxic mists, the infernal lord reigns causing reality to convulse.",Rare,"",3,9,4,0,0
2569,Succubus,Wine,Bloodmoon,Blizzard,"Crimson Desire Maiden #2569","Under the crimson gaze, the temptress ensnares souls as frozen winds tear reality.",Legendary,"",8,5,0,7,7
2570,Frankenstein,Shield,Inferno,Bats,"Infernal Stitched Horror #2570","Within eternal flames, this creation defies nature commanding nightborn servants.",Common,"",2,2,6,4,4
2571,Mummy,Amulet,Abyss,Mind Blast,"Ancient Guard #2571","From the endless void, this guardian endures eternally its screams shatter sanity.",Common,"",7,9,1,1,1
2572,Goblin,Wine,Frost,Burning,"Frozen Shadow Gremlin #2572","In frozen wastes, the goblin plots mischief while flames consume endlessly.",Common,"",1,5,7,8,8
2573,Vampire,Shield,Corruption,Poisoning,"Corrupted Eternal Hunter #2573","Where reality breaks, this nightwalker hunts eternally leaving toxic death behind.",Uncommon,"",6,2,3,5,5
2574,Werewolf,Head,Ragnarok,Confusion,"The Alpha's Trophy","What appears to be a simple crown is revealed as the severed head of the previous pack leader.",Rare,"The Alpha's Trophy",0,9,8,2,2
2575,Zombie,Wine,Venom,Brain Wash,"Shambling Dead #2575","In toxic mists, this corpse shambles onward enslaving minds with madness.",Rare,"",5,5,4,9,9
2576,Werewolf,Shield,Bloodmoon,Lightning,"Crimson Thunder","Blood-red lightning that strikes with divine wrath.",Legendary,"Crimson Thunder",0,2,0,6,6
2577,Dragon,Amulet,Void,Meteor,"Void Ancient Wyrm #2577","At existence's edge, this terror hoards cursed treasures while heavens rain destruction.",Common,"",4,9,5,3,3
2578,Skeleton,Scythe,Abyss,Seizure,"Death's Herald","The original harbinger of doom. This skeletal reaper has collected souls since the dawn of mortality itself.",Uncommon,"Death's Herald",9,6,1,0,0
2579,Demon,Shield,Frost,Blizzard,"Absolute Zero","Where ice meets storm, nothing survives.",Uncommon,"Absolute Zero",3,2,7,7,7
2580,Succubus,Amulet,Decay,Bats,"Soul Temptress #2580","In rotting wastelands, the temptress ensnares souls commanding nightborn servants.",Uncommon,"",8,9,2,4,4
2581,Frankenstein,Scythe,Ragnarok,Mind Blast,"Last Stitched Horror #2581","As the world ends, this creation defies nature its screams shatter sanity.",Uncommon,"",2,6,8,1,1
2582,Mummy,Shield,Venom,Burning,"Ancient Guard #2582","In toxic mists, this guardian endures eternally while flames consume endlessly.",Uncommon,"",7,2,4,8,8
2583,Goblin,Amulet,Shadow,Poisoning,"Shadow Gremlin #2583","In shadow's reach, the goblin plots mischief leaving toxic death behind.",Rare,"",1,9,9,5,5
2584,Vampire,Scythe,Void,Confusion,"Void Eternal Hunter #2584","At existence's edge, this nightwalker hunts eternally spreading fractured chaos.",Epic,"",6,6,5,2,2
2585,Goblin,Shield,Abyss,Brain Wash,"Tribal Guard #2585","From the endless void, the goblin plots mischief enslaving minds with madness.",Common,"",1,2,1,9,9
2586,Zombie,Amulet,Inferno,Lightning,"Infernal Cursed Corpse #2586","Within eternal flames, the cursed corpse shambles onward beneath electric fury.",Common,"",5,9,6,6,6
2587,Werewolf,Scythe,Decay,Meteor,"Moon Stalker #2587","In rotting wastelands, the beast stalks with primal fury while heavens rain destruction.",Common,"",0,6,2,3,3
2588,Dragon,Poison,Ragnarok,Seizure,"Last Ancient Wyrm #2588","As the world ends, this terror hoards cursed treasures causing reality to convulse.",Uncommon,"",4,3,8,0,0
